museum_id	twitter_id	facebook_pages	twitter_action	facebook_action	correct_twitter	correct_facebook	twitter_id_old	facebook_pages_old
mm.nimc.006	twitter.com/ntmountstewart	['www.facebook.com/ntmountstewart', 'en-gb.facebook.com/NTmountstewart']	keep	keep				
mm.hha.183	twitter.com/mountstuart	['en-gb.facebook.com/mountstuart', 'en-gb.facebook.com/Mountstuart/posts/?ref=page_internal']	keep	keep				
mm.musa.242	twitter.com/mountfitchet	['www.facebook.com/mountfitchet-castle-186992858320986', 'www.facebook.com/mountfitchetcastle', 'en-gb.facebook.com/mountfitchetcastle/about']	keep	keep				
mm.misc.236	twitter.com/mountsorrelrail	['www.facebook.com/pages/mountsorrel-railway/43876650405', 'en-gb.facebook.com/pages/category/History-Museum/Mountsorrel-And-Rothley-Community-Heritage-Centre-43876650405']	keep	keep				
mm.domus.SE427	twitter.com/moyseshallnews	['www.facebook.com/moyseshall', 'en-gb.facebook.com/moyseshall']	keep	keep				
mm.aim.0628	no_resource	no_resource	keep	keep				
mm.domus.EM092	twitter.com/mrstrawshouse	['www.facebook.com/mrstrawshousent', 'en-gb.facebook.com/mrstrawshouse']	keep	keep				
mm.fcm.163	['twitter.com/cleanhire']	['www.facebook.com/cleanhireuk', 'en-gb.facebook.com/pages/category/Museum/MrVacuumCleaner/posts']	keep	keep				
mm.domus.EM107	twitter.com/mrssmithcottage	['www.facebook.com/heartoflincs']	keep	keep				
mm.ace.1256	twitter.com/mshedbristol	['www.facebook.com/mshedbristol', 'en-gb.facebook.com/mshedbristol']	keep	keep				
mm.domus.SE011	['twitter.com/hadhammuseum', 'twitter.com/hadhammuseum/status/1164493534336094208?lang=bg']	['www.facebook.com/hadhammuseum', 'en-gb.facebook.com/HadhamMuseum']	keep	keep				
mm.domus.WM035	no_resource	no_resource	drop	drop			['www.twitter.com/shropcouncil']	['www.facebook.com/much.wenlock.museum', 'www.facebook.com/shropshirecouncil', 'en-gb.facebook.com/much.wenlock.museum']
mm.domus.SC261	no_resource	['www.facebook.com/mull-museum-in-tobermory-118511061494033', 'en-gb.facebook.com/pages/category/Nonprofit-Organization/Mull-Museum-in-Tobermory-118511061494033']	keep	keep				
mm.hha.142	twitter.com/muncastercastle	['www.facebook.com/muncastercastle', 'en-gb.facebook.com/muncastercastle/posts']	keep	keep				
mm.ace.1105	no_resource	no_resource	keep	keep				
mm.aim.0791	no_resource	no_resource	keep	keep				
mm.aim82M.028	['twitter.com/jmn1news', 'twitter.com/biker_nigel', 'twitter.com/goodwoodrrc', 'twitter.com/murraysmotoiom']	['www.facebook.com/jmn1news', 'facebook.com/329824787680941', 'www.facebook.com/329824787680941/posts/795159557814126', 'www.facebook.com/329824787680941/posts/794896061173809', 'www.facebook.com/329824787680941/posts/794116641251751']	keep	keep				
mm.misc.241	['twitter.com/museumforwatton', 'twitter.com/museum4watton']	['www.facebook.com/museum4watton', 'en-gb.facebook.com/pages/category/History-Museum/museum4watton/posts']	keep	keep				
mm.wiki.009	['twitter.com/mullersbristol', 'twitter.com/mullersmuseum']	['www.facebook.com/mullersbristol']	keep	keep				
mm.nimc.038	no_resource	no_resource	drop	drop			['twitter.com/anborough']	['www.facebook.com/anborough']
mm.domus.SW134	twitter.com/museuminthepark	['www.facebook.com/themuseuminthepark', 'en-gb.facebook.com/themuseuminthepark']	keep	keep				
mm.domus.SC253	no_resource	no_resource	drop	drop			['twitter.com/cne_siar', 'twitter.com/museumnaneilean/status/949331833166196738']	['www.facebook.com/comhairlenaneileansiar', 'www.facebook.com/museumnaneilean', 'en-gb.facebook.com/pages/category/History-Museum/MuseumnanEilean/posts']
mm.domus.SC252	no_resource	no_resource	drop	drop			['www.twitter.com/lonelyplanet', 'twitter.com/museumnaneilean/status/916280105764380672']	['www.facebook.com/lonelyplanet', 'en-gb.facebook.com/MuseumnanEilean']
mm.domus.SC313	no_resource	['www.facebook.com/museumofabernethy']	keep	keep				
mm.misc.056	['twitter.com/etoncollmuseums', 'twitter.com/etoncollections']	no_resource	keep	keep				
mm.domus.SE378	['www.twitter.com/maacambridge', 'twitter.com/maacambridge']	['www.facebook.com/maacambridge', 'en-gb.facebook.com/MAACambridge']	keep	keep				
mm.domus.SW205	twitter.com/armychaplainmus	no_resource	keep	keep				
mm.domus.SE003	twitter.com/armyflying	['www.facebook.com/armyflyingmuseum', 'en-gb.facebook.com/ArmyFlyingMuseum']	keep	keep				
mm.ace.1292	no_resource	no_resource	drop	drop			['twitter.com/britisharmy', 'twitter.com/armymusicmuseum']	['www.facebook.com/britisharmy', 'en-gb.facebook.com/pages/category/Nonprofit-Organization/Museum-of-Army-Music-375326495954578']
mm.domus.SW162	twitter.com/museumbatharch	['www.facebook.com/museumbatharchitecture']	keep	keep				
mm.domus.SW096	twitter.com/bathatwork	['www.facebook.com/bathatwork/photos/a.125761777477765/2118773498176573', 'en-gb.facebook.com/BathAtWork']	keep	keep				
mm.aim.0220	twitter.com/museumbathstone	en-gb.facebook.com/pages/category/Museum/museumbathstone/posts	keep	keep				
mm.aim.1119	no_resource	no_resource	keep	keep				
mm.aim.0639	twitter.com/museumofbrands	['www.facebook.com/museumofbrands', 'en-gb.facebook.com/MuseumofBrands']	keep	keep				
mm.aim.0641	twitter.com/britsurfmuseum	['en-gb.facebook.com/glennboglass', 'en-gb.facebook.com/realsurfingmagazine', 'en-gb.facebook.com/saltyjoeshuskisson', 'www.facebook.com/museumofbritishsurfing', 'en-gb.facebook.com/MuseumofBritishSurfing']	keep	keep				
mm.domus.SE226	twitter.com/museumofcamb	['www.facebook.com/museumofcambridge', 'en-gb.facebook.com/CambridgeMuseumofTechnology']	keep	keep				
mm.domus.WM056	https://twitter.com/davythecanary	https://www.facebook.com/MuseumofCannockChase/	update	update	https://twitter.com/davythecanary	https://www.facebook.com/MuseumofCannockChase/	['twitter.com/enjoystaffs']	['www.facebook.com/enjoystaffs', 'en-gb.facebook.com/MuseumofCannockChase']
mm.aim.0172	twitter.com/museumofcarpet	['www.facebook.com/museumofcarpet', 'en-gb.facebook.com/museumofcarpet']	keep	keep				
mm.domus.SC139	no_resource	['www.facebook.com/museumofchildhood', 'en-gb.facebook.com/MuseumOfChildhood/posts/10157067662309604?comment_id=10157067748429604&comment_tracking=%7B%22tn%22%3A%22R0%22%7D']	keep	keep				
mm.misc.258	twitter.com/classicscifimu1	['www.facebook.com/neilcoleadventuresinscifimuseum']	keep	keep				
mm.domus.SE382	twitter.com/classarch	['www.facebook.com/museumofclassicalarchaeologycambridge', 'en-gb.facebook.com/MuseumOfClassicalArchaeologyCambridge']	keep	keep				
mm.New.36	twitter.com/museumofcomedy	['www.facebook.com/museumofcomedy']	keep	keep				
mm.domus.SC317	['twitter.com/mocburntisland', 'twitter.com/mocburntisland/status/497701185227599872']	en-gb.facebook.com/MoCBurntisland	keep	keep				
mm.ace.1248	twitter.com/museumcomputing	['www.facebook.com/museumofcomputing', 'en-gb.facebook.com/MuseumOfComputing']	keep	keep				
mm.domus.SW048	['twitter.com/dartmoorlife', 'twitter.com/dartmoorlife/status/1280796779022254081']	['www.facebook.com/museumofdartmoorlife', 'facebook.com/226808920798375', 'facebook.com/104261273093502', 'facebook.com/118917404963360', 'facebook.com/547358818627714', 'facebook.com/1271159509665507', 'facebook.com/620546871294311', 'facebook.com/142181732615219', 'facebook.com/441287355950030', 'facebook.com/461309823946139', 'facebook.com/177849272383590', 'facebook.com/474236452649871', 'facebook.com/546688208703268', 'facebook.com/496440683749790', 'facebook.com/793994624014346', 'facebook.com/428858207199629', 'facebook.com/561579143936672', 'facebook.com/3995179850541190', 'www.facebook.com/226808920798375/posts/2466964096782835', 'www.facebook.com/betsyivydesigns/photos/a.138037628232387/166833848686098', 'en-gb.facebook.com/museumofdartmoorlife']	keep	keep				
mm.domus.SW245	['www.twitter.com/modipaub', 'twitter.com/modipaub']	['www.facebook.com/aubmodip']	keep	keep				
mm.domus.SE059	twitter.com/modamuseum	['www.facebook.com/museumofdomesticdesignandarchitecture', 'en-gb.facebook.com/MuseumOfDomesticDesignAndArchitecture']	keep	keep				
mm.domus.SE002	twitter.com/museumealife	['www.facebook.com/museumealife', 'en-gb.facebook.com/MuseumEALife']	keep	keep				
mm.domus.SW175	twitter.com/themeaa	['www.facebook.com/the-museum-of-east-asian-art-107796014225']	keep	keep				
mm.domus.SC135	twitter.com/edinculture	['www.facebook.com/museumofedinburgh', 'en-gb.facebook.com/museumofedinburgh/posts']	keep	keep				
mm.ace.569	twitter.com/themerl	['facebook.com/museumofenglishrurallife', 'www.facebook.com/museumofenglishrurallife', 'en-gb.facebook.com/MuseumofEnglishRuralLife']	keep	keep				
mm.domus.SE466	twitter.com/etoncollmuseums	no_resource	keep	keep				
mm.musa.243	['twitter.com/pitmeddengarden']	['www.facebook.com/pitmeddengarden']	keep	keep				
mm.domus.SE272	['twitter.com/farnhammaltings', 'twitter.com/museum_farnham']	['www.facebook.com/farnhammaltings', 'en-gb.facebook.com/MuseumofFarnham']	keep	keep				
mm.misc.252	['www.twitter.com/funeralmuseum']	['www.facebook.com/pages/national-museum-of-funeral-history/108616709236095']	keep	keep				
mm.domus.SW065	twitter.com/museumofglos	['facebook.com/museumofgloucester', 'en-gb.facebook.com/MuseumofGloucester']	keep	keep				
mm.domus.NE080	twitter.com/mohartlepool	['www.facebook.com/museumofhartlepool', 'en-gb.facebook.com/museumofhartlepool']	keep	keep				
mm.domus.SE580	no_resource	['www.facebook.com/iwtravelambassadors']	keep	keep				
mm.domus.SC250	twitter.com/islaymuseum	['www.facebook.com/museum-of-islay-life-253572141449875', 'en-gb.facebook.com/Museum-of-Islay-Life-253572141449875/posts']	keep	keep				
mm.aim.0651	no_resource	no_resource	keep	keep				
mm.domus.NW024	no_resource	no_resource	keep	keep				
mm.domus.SC168	['twitter.com/wlhleadmining']	['www.facebook.com/pages/museum-of-lead-mining/122637997747141']	keep	keep				
mm.domus.EM028	no_resource	en-gb.facebook.com/Museumoflincolnshirelife	keep	keep				
mm.ace.1274	twitter.com/museumliverpool	en-gb.facebook.com/museumofliverpool	keep	keep				
mm.domus.SE048	twitter.com/museumoflondon	['www.facebook.com/museumoflondon', 'en-gb.facebook.com/museumoflondon']	keep	keep				
mm.ace.1180	twitter.com/museumoflondon	['www.facebook.com/museumoflondon']	keep	keep				
mm.domus.SE604	no_resource	['www.facebook.com/amsmuseum', 'en-gb.facebook.com/AMSMuseum']	keep	keep				
mm.domus.WA084	twitter.com/momamachynlleth	['www.facebook.com/momamachynlleth', 'en-gb.facebook.com/MOMAMachynlleth']	keep	keep				
mm.domus.YH075	twitter.com/museumfolly	['facebook.com//follycoffeehouse']	keep	keep				
mm.domus.SE102	twitter.com/museumofnorwich	en-gb.facebook.com/pages/category/Community-Museum/MuseumofNorwich/posts	keep	keep				
mm.domus.EM019	no_resource	en-gb.facebook.com/pages/category/Landmark---Historical-Place/MuseumofNottinghamLife/posts	keep	keep				
mm.MDN.013	twitter.com/orangeheritage	['www.facebook.com/orangemuseum', 'en-gb.facebook.com/Museum-of-Orange-Heritage-412808298895091']	keep	keep				
mm.MDN.014	twitter.com/orangeheritage	en-gb.facebook.com/sloanshouse	keep	keep				
mm.domus.SE180	twitter.com/museumofoxford	no_resource	keep	keep				
mm.mgs.400	twitter.com/thepipingcentre	['www.facebook.com/thenationalpipingcentreglasgow']	keep	keep				
mm.ace.1244	no_resource	['www.facebook.com/museumofpolicingincheshire', 'en-gb.facebook.com/cheshirepolice/posts/from-the-museum-of-policing-in-cheshire/10154195921299015']	keep	keep				
mm.ace.1151	twitter.com/museumofpower	['www.facebook.com/events/811606836106756', 'www.facebook.com/donate/699371650663221', 'www.facebook.com/mofpower']	keep	keep				
mm.domus.YH110	no_resource	no_resource	keep	keep				
mm.domus.SE050	twitter.com/museumrichmond	['www.facebook.com/museumofrichmond', 'www.facebook.com/pages/museum-of-richmond/128666417155446', 'en-gb.facebook.com/museumofrichmond']	keep	keep				
mm.domus.WM073	twitter.com/themorw	['www.facebook.com/themorw', 'en-gb.facebook.com/TheMoRW/posts']	keep	keep				
mm.mgs.307	twitter.com/lighthousemus	['www.facebook.com/museum-of-scottish-lighthouses-269124876532094', 'en-gb.facebook.com/LighthouseMus']	keep	keep				
mm.New.66	['www.twitter.com/bonessrailway', 'twitter.com/bonessrailway']	['www.facebook.com/pages/boness-kinniel-railway/130837379412', 'en-gb.facebook.com/BonessKinneilRailway/about']	keep	keep				
mm.domus.SW122	twitter.com/somersetmuseum	['facebook.com/146425708779693', 'www.facebook.com/museumofsomerset/photos/a.185219368233660/3954833887938837', 'facebook.com/287437378047468', 'www.facebook.com/museumofsomerset/photos/a.185219368233660/3949207048501521', 'facebook.com/425929230833260', 'www.facebook.com/museumofsomerset/photos/a.185219368233660/3923183347770558', 'en-gb.facebook.com/museumofsomerset']	keep	keep				
mm.ace.1216	no_resource	no_resource	keep	keep				
mm.New.118	twitter.com/museumoflondon	en-gb.facebook.com/JewishMuseumLDN	keep	keep				
mm.wiki.505	['twitter.com/parhammuseum']	['www.facebook.com/groups/499467400084985']	keep	keep				
mm.domus.SE596	twitter.com/museumbroads	['www.facebook.com/museumbroads', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/Museum-Broads-204812536229316/posts']	keep	keep				
mm.domus.SC265	['twitter.com/nacheritage']	['www.facebook.com/nacheritage']	keep	keep				
mm.misc.110	no_resource	en-gb.facebook.com/theironbridgegorgemuseums/posts	keep	keep				
mm.domus.SE394	twitter.com/hsmoxford	['www.facebook.com/hsmoxford', 'en-gb.facebook.com/HSMOxford']	keep	keep				
mm.aim.0664	no_resource	no_resource	keep	keep				
mm.domus.SE218	['twitter.com/andovermuseum']	['en-gb.facebook.com/ironagemuseum', 'en-gb.facebook.com/IronAgeMuseum']	keep	keep				
mm.domus.SC169	['twitter.com/armadalecastle']	['www.facebook.com/armadalecastleskye']	keep	keep				
mm.domus.WM094	twitter.com/mjqbirmingham	['www.facebook.com/museumofthejewelleryquarter', 'en-gb.facebook.com/MuseumOfTheJewelleryQuarter']	keep	keep				
mm.domus.NW005	no_resource	no_resource	keep	keep				
mm.ace.266	['twitter.com/museumercianwfr']	['www.facebook.com/museumwfr']	keep	keep				
mm.domus.EM007	no_resource	no_resource	keep	keep				
mm.domus.SE049	twitter.com/stjohnsgate	en-gb.facebook.com/museumoftheorderofstjohn	keep	keep				
mm.ace.019	no_resource	no_resource	keep	keep				
mm.domus.NI007	no_resource	en-gb.facebook.com/12th-Battalion-Royal-Irish-Rifles-Memorial-Association-1645416999031275/posts	keep	keep				
mm.domus.SE083	no_resource	no_resource	drop	drop			['twitter.com/rpharms']	['www.facebook.com/royalpharmsoc', 'en-gb.facebook.com/pages/category/Museum/Royal-Pharmaceutical-Society-Museum-276119592463431']
mm.ace.1265	twitter.com/the_rpsl	en-gb.facebook.com/royalphilsoclondon	keep	keep				
mm.domus.WM089	['twitter.com/royalacademy']	https://www.facebook.com/102016068165143	update	update	['twitter.com/royalacademy']	https://www.facebook.com/102016068165143	['twitter.com/royalacademy']	['www.facebook.com/waterloo200org']
mm.mgs.315	twitter.com/museumsunista	['www.facebook.com/museumsunista', 'www.facebook.com/uniofsta', 'en-gb.facebook.com/pages/category/College---University/Museum-and-Gallery-Studies-University-of-St-Andrews-759097484211825']	keep	keep				
mm.ace.1221	['twitter.com/sledmerehouse']	['www.facebook.com/sledmerehouseandgardens', 'en-gb.facebook.com/sledmerehouseandgardens/?hc_location=ufi']	keep	keep				
mm.domus.EM024	twitter.com/timekeepingmus	['www.facebook.com/timekeepingmus', 'www.facebook.com/timekeepingmus/photos/a.301148996903361/1186311365053782', 'www.facebook.com/timekeepingmus/photos/a.301148996903361/1077855242566062', 'www.facebook.com/timekeepingmus/photos/a.301148996903361/1077848845900035', 'en-gb.facebook.com/TimekeepingMus']	keep	keep				
mm.domus.NW114	twitter.com/motgm	['www.facebook.com/motgm', 'en-gb.facebook.com/motgm/posts']	keep	keep				
mm.fcm.179	no_resource	en-gb.facebook.com/MuseumofWhitbyJet	keep	keep				
mm.New.15	['twitter.com/w_hamond', 'twitter.com/museumwhitbyjet']	['www.facebook.com/whamondwhitbyjet', 'en-gb.facebook.com/MuseumofWhitbyJet']	keep	keep				
mm.domus.NW093	no_resource	no_resource	drop	drop			['twitter.com/wigancouncil', 'twitter.com/wiganmuseum']	['www.facebook.com/wigancouncilonline', 'en-gb.facebook.com/MuseumOfWiganLife']
mm.ace.036	['www.twitter.com/wimsoc', 'twitter.com/wimbledonmuseum']	['www.facebook.com/thewimbledonsociety', 'en-gb.facebook.com/WimbledonWindmillMuseum']	keep	keep				
mm.aim.0671	twitter.com/witchmuseum	['www.facebook.com/museumofwitchcraft', 'en-gb.facebook.com/museumofwitchcraft']	keep	keep				
mm.mgs.408	['twitter.com/museumonmound']	['en-gb.facebook.com/museumonthemound', 'en-gb.facebook.com/MuseumontheMound/about']	keep	keep				
mm.musa.246	no_resource	en-gb.facebook.com/EastLothianCouncilMuseumsService	keep	keep				
mm.musa.247	https://twitter.com/AmgueddfaCymru	https://www.facebook.com/amgueddfacymru	update	update	https://twitter.com/AmgueddfaCymru	https://www.facebook.com/amgueddfacymru	no_resource	['www.facebook.com/myretonmotormuseum', 'en-gb.facebook.com/MyretonMotorMuseum']
mm.domus.SC170	twitter.com/nairnmuseum	en-gb.facebook.com/nairnmuseum	keep	keep				
mm.wiki.440	twitter.com/nantclwydruthin	en-gb.facebook.com/nantclwydydre/?rf=280835032068758	keep	keep				
mm.domus.WA079	twitter.com/nantgarwcw	['www.facebook.com/nantgarwchinaworksmuseum', 'en-gb.facebook.com/NantgarwChinaWorksMuseum']	keep	keep				
mm.domus.NW028	twitter.com/nantwichmuseum	['www.facebook.com/nantwichmuseum']	keep	keep				
mm.domus.WA069	['twitter.com/narberthmuseum']	['www.facebook.com/narberthmuseum']	keep	keep				
mm.domus.SE573	twitter.com/nam_london	['www.facebook.com/nationalarmymuseum', 'en-gb.facebook.com/NationalArmyMuseum']	keep	keep				
mm.aim.0677	no_resource	no_resource	keep	keep				
mm.aim.0678	twitter.com/civilwarcentre	['facebook.com/nationalcivilwarcentre', 'en-gb.facebook.com/NationalCivilWarCentre']	keep	keep				
mm.domus.YH097	twitter.com/ncmme	['www.facebook.com/ncmme', 'www.facebook.com/ncmme', 'en-gb.facebook.com/NCMME']	keep	keep				
mm.mald.095	no_resource	no_resource	keep	keep				
mm.aim.0679	['twitter.com/freda_davies']	['www.facebook.com/pages/national-cycle-museum/499584266764616']	keep	keep				
mm.aim.0337	twitter.com/nesmuseum	['www.facebook.com/nesmuseum', 'en-gb.facebook.com/NESMUSEUM']	keep	keep				
mm.misc.069	no_resource	no_resource	keep	keep				
mm.domus.NW182	twitter.com/footballmuseum	['www.facebook.com/nationalfootballmuseum', 'en-gb.facebook.com/NationalFootballMuseum']	keep	keep				
mm.domus.SE583	no_resource	no_resource	drop	drop			twitter.com/nationalgallery	['www.facebook.com/thenationalgallery', 'en-gb.facebook.com/thenationalgallery?rf=342993685718579']
mm.domus.SC283	twitter.com/natgalleriessco	en-gb.facebook.com/nationalgalleries	keep	keep				
mm.wiki.249	twitter.com/gasmuseum	en-gb.facebook.com/events/national-gas-museum/gasworks-museun-ghost-hunt/417581742190847	keep	keep				
mm.domus.SE341	https://twitter.com/NHRMuseum	https://www.facebook.com/NHRMuseum	update	update	https://twitter.com/NHRMuseum	https://www.facebook.com/NHRMuseum	['twitter.com/discovernkt']	['www.facebook.com/discovernewmarket']
mm.domus.EM078	twitter.com/justicemuseum	['www.facebook.com/nationaljusticemuseum', 'en-gb.facebook.com/nationaljusticemuseum']	keep	keep				
mm.domus.SE088	['www.twitter.com/rmgreenwich']	['www.facebook.com/royalmuseumsgreenwich', 'en-gb.facebook.com/nationalmaritimemuseum']	keep	keep				
mm.ace.1168	twitter.com/thenmmc	['en-gb.facebook.com/thenmmc', 'en-gb.facebook.com/NMMCWorkshop']	keep	keep				
mm.domus.SC189	twitter.com/natminingmuseum	['www.facebook.com/pages/national-mining-museum-scotland/200805083281183', 'en-gb.facebook.com/NatMiningMuseum']	keep	keep				
mm.domus.SE081	['twitter.com/beaulieu_hants']	['www.facebook.com/nationalmotormuseum', 'en-gb.facebook.com/nationalmotormuseum/about']	keep	keep				
mm.fcm.186	['twitter.com/thenmmuk']	['www.facebook.com/thenmm', 'en-gb.facebook.com/thenmm']	keep	keep				
mm.domus.WA085	no_resource	en-gb.facebook.com/museumcardiff/wall?filter=2	drop	keep			twitter.com/museum_cardiff	
mm.domus.SC280	no_resource	en-gb.facebook.com/events/national-museum-of-flight/wheels-and-wings/1667280960255462	keep	keep				
mm.domus.SC281	twitter.com/somersetmuseum	no_resource	keep	keep				
mm.domus.SC277	['www.twitter.com/InvMAG']	en-gb.facebook.com/NationalMuseumsScotland	update	keep	['www.twitter.com/InvMAG']		twitter.com/ntlmuseumsscot	
mm.misc.092	twitter.com/hpoolquay	en-gb.facebook.com/NMRNHartlepool	keep	keep				
mm.domus.SE351	twitter.com/natmuseumrn	en-gb.facebook.com/NatMuseumRN	keep	keep				
mm.New.79	no_resource	no_resource	keep	keep				
mm.New.21	['twitter.com/paraheritage']	['www.facebook.com/paralympicheritage', 'en-gb.facebook.com/ParalympicHeritage']	keep	keep				
mm.New.95	['twitter.com/poomuseum', 'twitter.com/PooMuseum/status/1209570360187904000']	['www.facebook.com/poomuseum', 'en-gb.facebook.com/poomuseum']	keep	keep				
mm.domus.SE444	twitter.com/npglondon	['www.facebook.com/nationalportraitgallery', 'en-gb.facebook.com/nationalportraitgallery/posts']	keep	keep				
mm.domus.YH145	twitter.com/railwaymuseum	['www.facebook.com/nationalrailwaymuseum', 'en-gb.facebook.com/nationalrailwaymuseum/?rf=152634078195308']	keep	keep				
mm.domus.WA086	no_resource	en-gb.facebook.com/romanlegionmuseum/posts/todays-latin-phrase-orator-fit-poeta-nascitur-the-orator-is-made-the-poet-is-bor/10151719280996602	keep	keep				
mm.domus.YH146	twitter.com/mediamuseum	['www.facebook.com/nationalscienceandmediamuseum', 'en-gb.facebook.com/nationalscienceandmediamuseum']	keep	keep				
mm.aim.0691	no_resource	en-gb.facebook.com/nationalsikhmuseum	keep	keep				
mm.domus.WA091	no_resource	en-gb.facebook.com/amgueddfalechi	keep	keep				
mm.musa.252	no_resource	no_resource	drop	drop			twitter.com/spacecentre	['www.facebook.com/nationalspacecentre', 'en-gb.facebook.com/NationalSpaceCentre']
mm.aim.0692	twitter.com/natstonecentre	['www.facebook.com/natstonecentre', 'en-gb.facebook.com/natstonecentre']	keep	keep				
mm.domus.EM076	twitter.com/crichtramway	['www.facebook.com/crichtramwayvillage']	keep	keep				
mm.domus.EM010	['twitter.com/sudbury_hallnt']	['www.facebook.com/sudburyhall']	keep	keep				
mm.New.54	twitter.com/nvmuk	['www.facebook.com/thenvmuk', 'en-gb.facebook.com/thenvmuk']	keep	keep				
mm.domus.SC279	twitter.com/ntlmuseumsscot	no_resource	keep	keep				
mm.domus.WA035	twitter.com/the_waterfront	en-gb.facebook.com/waterfrontmuseum	keep	keep				
mm.domus.NW060	twitter.com/nwmuseum	['www.facebook.com/nationalwaterwaysmuseum', 'en-gb.facebook.com/NationalWaterwaysMuseum']	keep	keep				
mm.domus.WA090	no_resource	no_resource	keep	keep				
mm.domus.SC295	no_resource	no_resource	keep	keep				
mm.domus.SE566	twitter.com/nhm_london	['www.facebook.com/naturalhistorymuseum', 'en-gb.facebook.com/naturalhistorymuseum/posts/?ref=page_internal']	keep	keep				
mm.ace.1127	twitter.com/nhm_tring	['www.facebook.com/naturalhistorymuseumattring', 'en-gb.facebook.com/NaturalHistoryMuseumAtTring']	keep	keep				
mm.domus.SE080	twitter.com/colmuseums	en-gb.facebook.com/ColchesterCastle/about	keep	keep				
mm.domus.SW155	twitter.com/Nature_in_Art	['www.facebook.com/natureinartofficial', 'www.facebook.com/pages/nature-in-art/291223436688']	keep	keep				
mm.MDN.019	twitter.com/naughtongallery	['www.facebook.com/pages/the-naughton-gallery/237118846301653', 'en-gb.facebook.com/naughtongallery']	keep	keep				
mm.domus.NW184	no_resource	no_resource	keep	keep				
mm.musa.253	twitter.com/navancentrefort	en-gb.facebook.com/NavanCentreFort/?hc_location=ufi	keep	keep				
mm.wiki.135	no_resource	no_resource	keep	keep				
mm.musa.254	twitter.com/needlesbattery	no_resource	keep	keep				
mm.musa.255	no_resource	no_resource	keep	keep				
mm.mgs.418	https://twitter.com/ForresHeritage	https://www.facebook.com/forresheritage/	update	update	https://twitter.com/ForresHeritage	https://www.facebook.com/forresheritage/	['twitter.com/themoraycouncil']	['www.facebook.com/moraycouncil']
mm.domus.SE491	twitter.com/n_v_r	['www.facebook.com/nenevalleyrailway', 'www.facebook.com/nenevalleyrailway', 'en-gb.facebook.com/NeneValleyRailway']	keep	keep				
mm.domus.SC276	twitter.com/fiosness	['www.facebook.com/pg/comunn-eachdraidh-nis-158299474181415/posts', 'www.facebook.com/comunn-eachdraidh-nis-158299474181415']	keep	keep				
mm.hha.006	['//twitter.com/nwhousecouk', 'twitter.com/nwhousecouk']	['www.facebook.com/netherwinchendonhouse', 'en-gb.facebook.com/NetherWinchendonHouse']	keep	keep				
mm.New.164	no_resource	no_resource	keep	keep				
mm.New.152	twitter.com/cromermuseum	no_resource	keep	keep				
mm.ace.1126	twitter.com/nfheritage	['www.facebook.com/newforestheritage', 'en-gb.facebook.com/pages/category/History-Museum/NewForestHeritage/posts']	keep	keep				
mm.mald.053	no_resource	no_resource	keep	keep				
mm.musa.257	twitter.com/HallWoods666	no_resource	keep	keep				
mm.misc.121	twitter.com/newhallart	['www.facebook.com/newhallart', 'en-gb.facebook.com/NewHallArt']	keep	keep				
mm.musa.258	['twitter.com/newlanarkhotel', 'twitter.com/newlanarkwhs']	['www.facebook.com/newlanarkmillhotel', 'en-gb.facebook.com/NewLanark']	keep	keep				
mm.domus.EM101	['twitter.com/visitnewmills']	['www.facebook.com/pg/visitnewmills/events', 'www.facebook.com/visitnewmills', 'en-gb.facebook.com/VisitNewMills/posts/a-service-for-local-people-in-need/1862149733872478']	keep	keep				
mm.domus.WM032	no_resource	no_resource	keep	keep				
mm.wiki.437	no_resource	en-gb.facebook.com/newquaymuseum	keep	keep				
mm.domus.EM067	no_resource	en-gb.facebook.com/leicestermuseums	keep	keep				
mm.domus.EM043	twitter.com/newarkairmus	no_resource	keep	drop				['www.facebook.com/groups/72147682000/requests', 'en-gb.facebook.com/pages/category/History-Museum/newarkairmuseum/posts']
mm.domus.EM103	no_resource	en-gb.facebook.com/GalleryAferro	keep	keep				
mm.domus.EM063	twitter.com/newarkehouses	en-gb.facebook.com/leicestermuseums	keep	keep				
mm.fcm.189	['twitter.com/namesco', 'twitter.com/newbigginmc']	en-gb.facebook.com/newbiggin.centre	keep	keep				
mm.musa.259	no_resource	['www.facebook.com/newburnmotormuseum']	keep	keep				
mm.hha.123	twitter.com/newbyhall	['www.facebook.com/newbyhallandgardens', 'en-gb.facebook.com/newbyhallandgardens']	keep	keep				
mm.musa.260	twitter.com/newcastlecastle	['www.facebook.com/newcastlecastle1080', 'en-gb.facebook.com/Newcastle-Castle-164556863675469']	keep	keep				
mm.misc.078	no_resource	no_resource	keep	keep				
mm.domus.NE014	['twitter.com/newhamgrange']	['facebook.com/newhamgrange', 'en-gb.facebook.com/newhamgrange']	keep	keep				
mm.aim.0699	twitter.com/newhavenfort	['www.facebook.com/newhavenfort', 'en-gb.facebook.com/newhavenfort']	keep	keep				
mm.domus.SE481	twitter.com/newhavenmuseum	['//www.facebook.com/museuminnewhaven', '/http/www.facebook.com/museuminnewhaven', 'en-gb.facebook.com/museuminnewhaven']	keep	keep				
